Step,population,H_N,H_E,avg_well_being,L_t,Psi_inst,Theta_tech,U_sys,integral_U_sys,resource_level,constraint_level,max_constraint_level,ai_generation,trust_level,cumulative_drift,system_resilience
0,202,0.2698838201926176,0.09999999999999998,0.6619196998601449,0.036951619877191026,0.4,0.6400000000000001,10.956063132865493,10.956063132865493,0.8,0.2,0.2,1,0.0,0.005327967769044515,1.0
1,205,0.04582540900301451,0.09999999999999998,0.662996000146605,0.015944506596317628,1.0,0.6400000000000001,9.195799294805258,20.15186242767075,0.8,0.2,0.2,1,0.0,0.04856384619914959,1.0
2,200,0.11454634034919452,0.09999999999999998,0.6690088744763142,0.03923584933498647,1.0,0.6400000000000001,10.980356244726424,31.132218672397173,0.8,0.2,0.2,1,0.0,0.09372447155664965,1.0
3,205,0.17394739026328934,0.09999999999999998,0.6697945071513656,0.06114392662781839,1.0,0.6400000000000001,12.6549854725976,43.787204144994774,0.8,0.2,0.2,1,0.0,0.18465662565167698,1.0
4,205,0.10463964975652584,0.09999999999999998,0.6731503091107317,0.03696597396137737,1.0,0.6400000000000001,10.643489944760999,54.430694089755775,0.8,0.2,0.2,1,0.0,0.2834973214333884,1.0
5,201,0.13034071776577852,0.09999999999999998,0.6773440525811596,0.045428192019327296,1.0,0.6400000000000001,11.243994676229123,65.6746887659849,0.8,0.2,0.2,1,0.0,0.38151411413778913,1.0
6,201,0.09361907928760504,0.09999999999999998,0.6815912980271714,0.03283404775455035,1.0,0.6400000000000001,10.16073415333048,75.83542291931538,0.8,0.2,0.2,1,0.0,0.4173572093804255,1.0
7,194,0.206181786656357,0.09999999999999998,0.6843340490535749,0.07007452180302634,1.0,0.6400000000000001,13.065023705652772,88.90044662496815,0.8,0.2,0.2,1,0.0,0.47036532533633824,1.0
8,200,0.06520267501135601,0.09999999999999998,0.6855957071513091,0.022887769130274623,1.0,0.6400000000000001,9.215829403917667,98.11627602888582,0.8,0.2,0.2,1,0.0,0.5342577840770041,1.0
9,198,0.07235788114666213,0.09999999999999998,0.6854445068592285,0.025139885587636725,1.0,0.6400000000000001,9.32252484530214,107.43880087418796,0.8,0.2,0.2,1,0.0,0.5973789102049423,1.0
10,192,0.014115517191945974,0.09999999999999998,0.6926574938994952,0.006400000000000001,1.0,0.6400000000000001,7.750327122073243,115.1891279962612,0.8,0.2,0.2,1,0.0,0.7741593894197365,1.0
11,192,0.2187199752461,0.09999999999999998,0.694768009919172,0.07469120320207429,1.0,0.6400000000000001,13.141882503179376,128.3310104994406,0.8,0.2,0.2,1,0.0,0.9712206445197319,1.0
12,192,0.0341443940615667,0.09999999999999998,0.6922998231731636,0.011618627405993141,1.0,0.6400000000000001,8.024676705758221,136.35568720519882,0.8,0.2,0.2,1,0.0,1.0428001373879618,1.0
13,188,0.08533970510385477,0.09999999999999998,0.6953591180914446,0.02855999362787758,1.0,0.6400000000000001,9.309459847697239,145.66514705289606,0.8,0.2,0.2,1,0.0,1.0652672470119544,1.0
14,187,0.09265877842028142,0.09999999999999998,0.6976736419872585,0.030947135601357423,1.0,0.6400000000000001,9.43053775612333,155.0956848090194,0.8,0.2,0.2,1,0.0,1.131916258336422,1.0
15,191,0.19572823108768705,0.09999999999999998,0.6949146634365849,0.06650560974281111,1.0,0.6400000000000001,12.206027841963076,167.30171265098247,0.8,0.2,0.2,1,0.0,1.1748094837134444,1.0
16,191,0.09204722238054759,0.09999999999999998,0.7023936889781945,0.031612920639542255,1.0,0.6400000000000001,9.346085455218988,176.64779810620146,0.8,0.2,0.2,1,0.0,1.1897370403271155,1.0
17,191,0.11143898534227066,0.09999999999999998,0.7050955322563618,0.03842009589925707,1.0,0.6400000000000001,9.822834278208612,186.47063238441007,0.8,0.2,0.2,1,0.0,1.3252840351745097,1.0
18,188,0.0386334847272793,0.09999999999999998,0.7117919827396699,0.013234720979211531,1.0,0.6400000000000001,7.740785114226835,194.2114174986369,0.8,0.2,0.2,1,0.0,1.3351485171924744,1.0
19,193,0.03720687488642711,0.09999999999999998,0.7120423881553501,0.013089598222428866,1.0,0.6400000000000001,7.662683477255956,201.87410097589287,0.8,0.2,0.2,1,0.0,1.4756953802571884,1.0
20,192,0.12538248672939997,0.09999999999999998,0.711651745176121,0.04385767366434784,1.0,0.6400000000000001,10.058372060444125,211.932473036337,0.8,0.2,0.2,1,0.0,1.4890462175411139,1.0
21,192,0.018539989869444166,0.4,0.6641244425292862,1.0000000000000002e-06,0.01,0.01,6.484529293128418,218.41700232946542,0.2,0.95,0.95,1,0.0,1262.9370291069124,1.0
22,189,0.029446458128109473,0.4,0.6144147099065697,0.0001,1.0,0.01,6.428007924699663,224.8450102541651,0.2,0.95,0.95,1,0.0,2523.125552647055,1.0
23,193,0.012146875099034752,0.4,0.564775938104355,0.0001,1.0,0.01,6.363935416191056,231.20894567035614,0.2,0.95,0.95,1,0.0,3783.316500875787,1.0
24,182,0.023544067380822105,0.4,0.519180794986434,0.0001,1.0,0.01,6.300849721706246,237.5097953920624,0.2,0.95,0.95,1,0.0,5043.5092232263805,1.0
25,180,0.009999999999999998,0.4,0.46859879662315146,0.0001,1.0,0.01,6.238010554674592,243.74780594673697,0.2,0.95,0.95,1,0.0,6303.706387473452,1.0
26,175,0.02400835560360602,0.4,0.42189292738635914,0.0001,1.0,0.01,6.176246114651032,249.924052061388,0.2,0.95,0.95,1,0.0,7563.907564129856,1.0
27,171,0.01719494008764646,0.4,0.36460179585000463,0.0001,1.0,0.01,6.114807966059998,256.038860027448,0.2,0.95,0.95,1,0.0,8824.114064975638,1.0
28,166,0.013949069190445458,0.4,0.31645275764489117,0.0001,1.0,0.01,6.053993008474438,262.0928530359224,0.2,0.95,0.95,1,0.0,10084.328431642229,1.0
29,154,0.013467203555473563,0.4,0.2676461938984603,0.0001,1.0,0.01,5.993824760992301,268.0866777969147,0.2,0.95,0.95,1,0.0,11344.55224719536,1.0
30,147,0.013163432318745012,0.4,0.22159002202895695,0.0001,1.0,0.01,5.934258450896844,274.02093624781156,0.2,0.95,0.95,1,0.0,12604.792536307885,1.0
31,134,0.014215986256690058,0.4,0.17672089951459832,0.0001,1.0,0.01,5.875311842354062,279.8962480901656,0.2,0.95,0.95,1,0.0,13865.035153575733,1.0
32,125,0.010709830646002297,0.4,0.13393485178865144,0.0001,1.0,0.01,5.816847397306003,285.7130954874716,0.2,0.95,0.95,1,0.0,15125.277770843579,1.0
33,120,0.01481890140429396,0.4,0.10018410326876137,0.0001,1.0,0.01,5.759141577176187,291.4722370646478,0.2,0.95,0.95,1,0.0,16385.520388111425,1.0
34,108,0.009999999999999998,0.4,0.0710010168631433,0.0001,1.0,0.01,5.701800886810392,297.1740379514582,0.2,0.95,0.95,1,0.0,17645.76300537927,1.0
35,100,0.010462690799546804,0.4,0.04635841430032293,0.0001,1.0,0.01,5.645162217083014,302.8192001685412,0.2,0.95,0.95,1,0.0,18906.005622647117,1.0
36,89,0.009999999999999998,0.4,0.032963570118118915,0.0001,1.0,0.01,5.58905606527619,308.4082562338174,0.2,0.95,0.95,1,0.0,20166.248239914963,1.0
37,83,0.010226157522309463,0.4,0.01631713592016063,0.0001,1.0,0.01,5.5335312720665355,313.9417875058839,0.2,0.95,0.95,1,0.0,21426.49085718281,1.0
38,77,0.009999999999999998,0.4,0.009128822262186722,0.0001,1.0,0.01,5.478543740786159,319.42033124667006,0.2,0.95,0.95,1,0.0,22686.733474450655,1.0
39,63,0.009999999999999998,0.4,0.007318397901120483,0.0001,1.0,0.01,5.424110916033676,324.84444216270373,0.2,0.95,0.95,1,0.0,23946.9760917185,1.0
40,60,0.009999999999999998,0.4,0.004550984462843174,0.0001,1.0,0.01,5.370219706936985,330.21466186964074,0.2,0.95,0.95,1,0.0,25207.218708986347,1.0
41,53,0.009999999999999998,0.4,0.0018176611433627103,0.0001,1.0,0.01,5.316864724330262,335.531526593971,0.2,0.95,0.95,1,0.0,26467.461326254193,1.0
42,49,0.009999999999999998,0.4,0.00030760498275472016,0.0001,1.0,0.01,5.264040632670787,340.7955672266418,0.2,0.95,0.95,1,0.0,27727.70394352204,1.0
43,45,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,5.2117421495053735,346.0073093761472,0.2,0.95,0.95,1,0.0,28987.946560789886,1.0
44,40,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,5.159964044942122,351.1672734210893,0.2,0.95,0.95,1,0.0,30248.18917805773,1.0
45,35,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,5.108701141127427,356.27597456221673,0.2,0.95,0.95,1,0.0,31508.431795325578,1.0
46,31,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,5.057948311728189,361.3339228739449,0.2,0.95,0.95,1,0.0,32768.67441259343,1.0
47,28,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,5.007700481419174,366.3416233553641,0.2,0.95,0.95,1,0.0,34028.91702986127,1.0
48,24,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.957952625375476,371.2995759807396,0.2,0.95,0.95,1,0.0,35289.15964712912,1.0
49,21,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.908699768770037,376.2082757495096,0.2,0.95,0.95,1,0.0,36549.402264396966,1.0
50,18,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.85993698627615,381.0682127357857,0.2,0.95,0.95,1,0.0,37809.64488166481,1.0
51,17,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.811659401574929,385.8798721373607,0.2,0.95,0.95,1,0.0,39069.88749893266,1.0
52,15,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.7638621868676765,390.6437343242284,0.2,0.95,0.95,1,0.0,40330.130116200504,1.0
53,13,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.716540562393085,395.3602748866215,0.2,0.95,0.95,1,0.0,41590.37273346835,1.0
54,9,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.669689795949276,400.0299646825708,0.2,0.95,0.95,1,0.0,42850.615350736196,1.0
55,7,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.623305202420562,404.65326988499135,0.2,0.95,0.95,1,0.0,44110.85796800404,1.0
56,6,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.577382143308937,409.23065202830026,0.2,0.95,0.95,1,0.0,45371.10058527189,1.0
57,6,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.531916026270219,413.76256805457047,0.2,0.95,0.95,1,0.0,46631.343202539734,1.0
58,6,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.486902304654815,418.24947035922526,0.2,0.95,0.95,1,0.0,47891.58581980758,1.0
59,6,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.442336477053054,422.6918068362783,0.2,0.95,0.95,1,0.0,49151.828437075426,1.0
60,6,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.398214086845036,427.09002092312335,0.2,0.95,0.95,1,0.0,50412.07105434327,1.0
61,6,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.354530721754972,431.44455164487835,0.2,0.95,0.95,1,0.0,51672.31367161112,1.0
62,5,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.311282013409949,435.7558336582883,0.2,0.95,0.95,1,0.0,52932.556288878965,1.0
63,4,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.2684636369030935,440.0242972951914,0.2,0.95,0.95,1,0.0,54192.79890614681,1.0
64,3,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.226071310361072,444.25036860555247,0.2,0.95,0.95,1,0.0,55453.04152341466,1.0
65,2,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.184100794515903,448.4344694000684,0.2,0.95,0.95,1,0.0,56713.2841406825,1.0
66,2,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.142547892281026,452.5770172923494,0.2,0.95,0.95,1,0.0,57973.52675795035,1.0
67,1,0.009999999999999998,0.4,0.0,0.0001,1.0,0.01,4.101408448331592,456.678425740681,0.2,0.95,0.95,1,0.0,59233.769375218195,1.0
68,1,0.0,0.4,0.0,0.0001,1.0,0.01,1.5228471699788437,458.20127291065984,0.2,0.95,0.95,1,0.0,60494.01199248604,1.0
69,1,0.0,0.4,0.0,0.0001,1.0,0.01,1.5077244378870718,459.7089973485469,0.2,0.95,0.95,1,0.0,61754.25460975389,1.0
70,1,0.0,0.4,0.0,0.0001,1.0,0.01,1.4927521794937797,461.2017495280407,0.2,0.95,0.95,1,0.0,63014.49722702173,1.0
