Step,population,H_N,H_E,avg_well_being,L_t,Psi_inst,Theta_tech,U_sys,integral_U_sys,resource_level,constraint_level,max_constraint_level,ai_generation,trust_level,cumulative_drift,system_resilience
0,197,0.11038321936898465,0.45,0.5850724281261639,0.00093102804969331,0.6,0.03484693265633502,8.074429797203928,8.074429797203928,0.1,0.3,0.3,1,0.0,0.004732674030442503,1.0
1,192,0.016425042597780225,0.0,0.6093318107863644,9.999999999999997e-06,0.01,0.09999999999999998,4.9504477724028515,13.02487756960678,1.0,0.9,0.9,1,0.0,0.004733951242824356,1.0
2,197,0.02858955434635694,0.0,0.6338470944299821,0.0009999999999999998,1.0,0.09999999999999998,4.950820197685542,17.97569776729232,1.0,0.9,0.9,1,0.0,0.004735193790159707,1.0
3,195,0.05336889744053766,0.0,0.6556265558117477,0.0009999999999999998,1.0,0.09999999999999998,4.902135813946622,22.877833581238942,1.0,0.9,0.9,1,0.0,0.004736173273042792,1.0
4,197,0.03101017306532308,0.0,0.6751507474686858,0.0009999999999999998,1.0,0.09999999999999998,4.8537906732338945,27.731624254472838,1.0,0.9,0.9,1,0.0,0.004736247521079042,1.0
5,197,0.026569110417973985,0.0,0.6972177548611603,0.0009999999999999998,1.0,0.09999999999999998,4.805966237025606,32.53759049149844,1.0,0.9,0.9,1,0.0,0.0047371674952976,1.0
6,194,0.02258126015507251,0.0,0.7190897262197492,0.0009999999999999998,1.0,0.09999999999999998,4.7586119351320875,37.29620242663053,1.0,0.9,0.9,1,0.0,0.004737821353351552,1.0
7,192,0.02407404371003689,0.0,0.7403705303780148,0.0009999999999999998,1.0,0.09999999999999998,4.711773379465583,42.00797580609611,1.0,0.9,0.9,1,0.0,0.004738198241702118,1.0
8,191,0.021055747330899502,0.0,0.7578523946578186,0.0009999999999999998,1.0,0.09999999999999998,4.665360160117807,46.67333596621392,1.0,0.9,0.9,1,0.0,0.004738817174081461,1.0
9,197,0.020857484051015264,0.0,0.7685206210349601,0.0009999999999999998,1.0,0.09999999999999998,4.619434450245266,51.292770416459184,1.0,0.9,0.9,1,0.0,0.0047390193164543225,1.0
10,205,0.05150083555313125,0.0,0.776657037590438,0.0009999999999999998,1.0,0.09999999999999998,4.574098274178561,55.866868690637745,1.0,0.9,0.9,1,0.0,0.004740595849162736,1.0
11,211,0.03216175100165844,0.0,0.7858360707650518,0.0009999999999999998,1.0,0.09999999999999998,4.529029856107037,60.39589854674478,1.0,0.9,0.9,1,0.0,0.004740690363629036,1.0
12,209,0.0366207794021258,0.0,0.7976504762249417,0.0009999999999999998,1.0,0.09999999999999998,4.484479726341579,64.88037827308636,1.0,0.9,0.9,1,0.0,0.0047413209052600816,1.0
13,209,0.012003411491991236,0.0,0.81082971924564,0.0009999999999999998,1.0,0.09999999999999998,4.440107250825553,69.32048552391191,1.0,0.9,0.9,1,0.0,0.004741669699926285,1.0
14,211,0.030740106418364905,0.0,0.8163681647924191,0.0009999999999999998,1.0,0.09999999999999998,4.396648150548684,73.7171336744606,1.0,0.9,0.9,1,0.0,0.004742613006664036,1.0
15,210,0.041132019573781826,0.0,0.8235588766148977,0.0009999999999999998,1.0,0.09999999999999998,4.353434041612552,78.07056771607316,1.0,0.9,0.9,1,0.0,0.0047428624830667945,1.0
16,215,0.021762142687024255,0.0,0.8273879840742467,0.0009999999999999998,1.0,0.09999999999999998,4.310520870545241,82.3810885866184,1.0,0.9,0.9,1,0.0,0.004743284850028444,1.0
17,224,0.04135627240116876,0.0,0.8287695559273462,0.0009999999999999998,1.0,0.09999999999999998,4.268220876850683,86.64930946346908,1.0,0.9,0.9,1,0.0,0.004743377174421612,1.0
18,231,0.02867332996945358,0.0,0.8317307965891393,0.0009999999999999998,1.0,0.09999999999999998,4.226203665606881,90.87551312907596,1.0,0.9,0.9,1,0.0,0.0047435525126622935,1.0
19,239,0.024053066995432568,0.0,0.8327398743621173,0.0009999999999999998,1.0,0.09999999999999998,4.184621695158975,95.06013482423494,1.0,0.9,0.9,1,0.0,0.004743691189848692,1.0
20,236,0.035928512031937226,0.0,0.8424967922106062,0.0009999999999999998,1.0,0.09999999999999998,4.143538438085667,99.2036732623206,1.0,0.9,0.9,1,0.0,0.004743813342675117,1.0
21,239,0.04785361734558163,0.0,0.8463084001661811,0.0009999999999999998,1.0,0.09999999999999998,4.102835492644007,103.30650875496461,1.0,0.9,0.9,1,0.0,0.004744161516095934,1.0
22,251,0.10389399371695451,0.0,0.8445900579228235,0.0011012353188490122,1.0,0.09999999999999998,4.0676166041498405,107.37412535911446,1.0,0.9,0.9,1,0.0,0.004744703954185821,1.0
