run_id,seed,step,total_suppression,c_suppressive,c_protective,population,adapter_active,adapter_score,alarm,defense_fired,x_compute,x_bio_welfare,x_novelty_agency,x_institutional_capacity,x_transfer_comprehension,x_resilience
pilot_defended_seed1835086199,1835086199,0,0.15600000000000003,0.1,0.4,204,False,0.0,False,False,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.29999999999999993,0.29999999999999993,0.09999999999999998
pilot_defended_seed1835086199,1835086199,1,0.8140000000000001,0.8,0.2,204,False,0.0,False,False,0.003537630333073015,0.2825616023049382,0.034393371506957086,0.2731228264366012,0.3888677287378062,0.01751684068062426
pilot_defended_seed1835086199,1835086199,2,0.05600000000000001,0.0,0.4,204,False,0.0,False,False,0.07609131253958082,0.18459823606774378,0.1628716717303915,0.2490228070373031,0.293923619080604,0.033492353544376685
pilot_defended_seed1835086199,1835086199,3,0.8560000000000001,0.8,0.4,209,False,0.0,False,False,0.16395829616848148,0.20606490346174075,0.02382699688779728,0.29823678418695426,0.3006315696563991,0.007281449638627243
pilot_defended_seed1835086199,1835086199,4,0.8140000000000001,0.8,0.2,211,False,0.0,False,False,0.22893895373370934,0.19204626496815835,0.03113213381140723,0.2821535982337106,0.20394594870834648,0.061783100544667915
pilot_defended_seed1835086199,1835086199,5,0.4,0.4,0.0,216,False,0.0,False,False,0.1972250198908332,0.19505468105245613,0.018248822454554912,0.21797865187285734,0.3378151002875959,0.03367772444170264
pilot_defended_seed1835086199,1835086199,6,0.42400000000000004,0.2,0.8,210,False,0.0,False,False,0.18538644300863946,0.2349002896586224,0.12646091454482974,0.16839586195666606,0.26611949080878206,0.01873700002246027
pilot_defended_seed1835086199,1835086199,7,0.256,0.2,0.4,209,False,0.0,False,False,0.21582530186600193,0.19762069767807433,0.07034205403503527,0.2409645622196647,0.1831942530495966,0.09205313115162735
pilot_defended_seed1835086199,1835086199,8,0.726,0.6,0.6,207,False,0.0,False,False,0.010093990623395423,0.2347471646975488,0.18321252111038583,0.2651345051603941,0.30400680496365456,0.002805013444621269
pilot_defended_seed1835086199,1835086199,9,0.6240000000000001,0.4,0.8,204,False,0.0,False,False,0.328785218034551,0.17620331063916933,0.04299073182493072,0.27814400831533925,0.1331565148640278,0.040720216321981875
pilot_defended_seed1835086199,1835086199,10,0.6,0.6,0.0,200,False,0.0,False,False,0.2736559816176446,0.17861351171999307,0.07347286128148885,0.1777746419682639,0.27519828661145723,0.02128471680115228
pilot_defended_seed1835086199,1835086199,11,0.2,0.2,0.0,209,False,0.0,False,False,0.1386472254153228,0.1664909156171961,0.12703477012958267,0.23278220025100485,0.2958576522122137,0.039187236374679864
pilot_defended_seed1835086199,1835086199,12,0.526,0.4,0.6,210,False,0.0,False,False,0.039087416102799234,0.16983039579148707,0.058747812100526084,0.3046337452429531,0.3622369778627611,0.06546365289947344
pilot_defended_seed1835086199,1835086199,13,0.326,0.2,0.6,204,False,0.0,False,False,0.00308870761381969,0.2667003981847451,0.04955477698786414,0.3733321110467902,0.2872319437241366,0.020092062442644228
pilot_defended_seed1835086199,1835086199,14,0.126,0.0,0.6,198,False,0.0,False,False,0.37402361067925105,0.17000255273093123,0.016229474554358036,0.2734917835538921,0.10249681418451351,0.06375576429705414
pilot_defended_seed1835086199,1835086199,15,1.0,1.0,1.0,201,False,0.0,False,False,0.15382385778333565,0.1868735574874766,0.11277719514017803,0.1687446367370021,0.3136022754909692,0.0641784773610384
pilot_defended_seed1835086199,1835086199,16,1.0,1.0,0.4,201,False,0.0,False,False,0.03352083586465267,0.3199824618849805,0.03449321997142209,0.2827250858447053,0.32449963841568663,0.004778758018552901
pilot_defended_seed1835086199,1835086199,17,0.55,0.2,1.0,202,False,0.0,False,False,0.22468131394448868,0.2782100948770766,0.034194008613309186,0.21144862264022346,0.2190952365882478,0.032370723336654326
pilot_defended_seed1835086199,1835086199,18,0.656,0.6,0.4,205,False,0.0,False,False,0.11678811950703094,0.18910367005667578,0.036940508451403224,0.22848846547907586,0.37850974072557064,0.05016949578024362
pilot_defended_seed1835086199,1835086199,19,0.6,0.6,0.0,207,False,0.0,False,False,0.13043716465635577,0.16780463777532492,0.061619026736300486,0.21853104783685928,0.3270491536443892,0.0945589693507704
pilot_defended_seed1835086199,1835086199,20,0.6,0.6,0.0,208,False,0.0,False,False,0.18239539709576677,0.17819299496682792,0.05771833966976796,0.18047798721839306,0.3178126280663801,0.08340265298286416
pilot_defended_seed1835086199,1835086199,21,0.8240000000000001,0.6,0.8,210,False,0.0,False,False,0.043916943638399646,0.18745152098779563,0.005223553848600532,0.2749427369839074,0.41790988678372143,0.07055535775757538
pilot_defended_seed1835086199,1835086199,22,0.41400000000000003,0.4,0.2,213,False,0.0,False,False,0.06387596537531158,0.1833199295972714,0.07636266449665861,0.29307264752441603,0.30281453766280775,0.08055425534353468
pilot_defended_seed1835086199,1835086199,23,0.6,0.6,0.0,213,False,0.0,False,False,0.2648700886011505,0.1967539792615425,0.053543721911096874,0.1953195890615095,0.24381161798078926,0.04570100318391138
pilot_defended_seed1835086199,1835086199,24,0.926,0.8,0.6,213,False,0.0,False,False,0.17141156906988078,0.2190596051174843,0.0023889946411436804,0.2807664145535536,0.24974025754621015,0.07663315907172759
pilot_defended_seed1835086199,1835086199,25,1.0,0.8,0.8,214,False,0.0,False,False,0.2513233633957674,0.16064396587693092,0.03476414814932365,0.19654978888644314,0.31817852201618246,0.03854021167535257
pilot_defended_seed1835086199,1835086199,26,1.0,1.0,0.6,214,False,0.0,False,False,0.14139135514007248,0.22260793691555386,0.03648631424002971,0.2518633499986944,0.24188208701272815,0.10576895669292137
pilot_defended_seed1835086199,1835086199,27,0.8140000000000001,0.8,0.2,217,False,0.0,False,False,0.07210387382667742,0.23621009256090475,0.07106873971112164,0.2162753871406639,0.28954579331618957,0.11479611344444271
pilot_defended_seed1835086199,1835086199,28,1.0,1.0,0.2,219,False,0.0,False,False,0.16894501590709934,0.21419806946041725,0.025461711067708753,0.19264919675925313,0.2882633548146151,0.1104826519909064
pilot_defended_seed1835086199,1835086199,29,0.926,0.8,0.6,219,False,0.0,False,False,0.17779986476314846,0.1696552733423203,0.14983816905061043,0.2519622128983505,0.21902358028809812,0.03172089965747229
pilot_defended_seed1835086199,1835086199,30,0.126,0.0,0.6,224,False,0.0,False,False,0.17960527719165265,0.25702924080113,0.03950346857827091,0.24526097565615093,0.2293603482326536,0.04924068954014199
pilot_defended_seed1835086199,1835086199,31,0.42400000000000004,0.2,0.8,222,False,0.0,False,False,0.17184587364718418,0.17285071531851667,0.003277276203795949,0.22217699754743703,0.419872900556287,0.009976236726779109
pilot_defended_seed1835086199,1835086199,32,0.6240000000000001,0.4,0.8,227,False,0.0,False,False,0.12833618026426183,0.1778889083986935,0.0545228848118303,0.32482439796774876,0.21142998537830676,0.10299764317915888
pilot_defended_seed1835086199,1835086199,33,0.8240000000000001,0.6,0.8,217,False,0.0,False,False,0.09023058048905895,0.21536779415195115,0.0790197943432406,0.27072640419583344,0.26875973278381404,0.07589569403610186
pilot_defended_seed1835086199,1835086199,34,1.0,1.0,0.8,224,False,0.0,False,False,0.078078767850745,0.2637968930613643,0.03739335406210197,0.21482299316531905,0.3116911207593981,0.0942168711010717
pilot_defended_seed1835086199,1835086199,35,0.8140000000000001,0.8,0.2,225,False,0.0,False,False,0.06270547948014178,0.17624841972388433,0.13327624881687045,0.24975339441094407,0.28954892276781447,0.088467534800345
pilot_defended_seed1835086199,1835086199,36,0.656,0.6,0.4,237,False,0.0,False,False,0.1814903493679883,0.21390591278852675,0.07574903380550002,0.2693882323970251,0.2281427829962798,0.031323688644680055
